indicatorId,geoUnit,year,value,qualifier,magnitude
EA.1T8.AG25T99,SEN,2016,20.52618980407715,,
EA.1T8.AG25T99,SEN,2017,21.92000007629395,,
EA.1T8.AG25T99,SEN,2018,22.31868934631348,,
EA.1T8.AG25T99,SEN,2019,21.39105033874512,,
EA.1T8.AG25T99,SEN,2022,35.6285158765681,UIS_EST,
EA.1T8.AG25T99,SEN,2023,25.80331993103027,,
ILLPOPF.AG15T99,EGY,2005,66,,
ILLPOPF.AG15T99,EGY,2006,62,,
ILLPOPF.AG15T99,EGY,2010,65,,
ILLPOPF.AG15T99,EGY,2012,65,,
ILLPOPF.AG15T99,EGY,2013,67,,
ILLPOPF.AG15T99,EGY,2017,59,,
ILLPOPF.AG15T99,MOZ,2003,69,,
ILLPOPF.AG15T99,MOZ,2009,69,,
ILLPOPF.AG15T99,MOZ,2015,69,,
ILLPOPF.AG15T99,MOZ,2017,67,,
ILLPOPF.AG15T99,MOZ,2020,68,,
ILLPOPF.AG15T99,NGA,2003,63,,
ILLPOPF.AG15T99,NGA,2006,60,,
ILLPOPF.AG15T99,SEN,2002,61,,
ILLPOPF.AG15T99,SEN,2006,60,,
ILLPOPF.AG15T99,SEN,2009,62,,
ILLPOPF.AG15T99,SEN,2011,65,,
ILLPOPF.AG15T99,SEN,2013,60,,
ILLPOPF.AG15T99,SEN,2017,64,,
NERT.1.CP,EGY,2000,84.4179916381836,UIS_EST,
NERT.1.CP,EGY,2001,84.58222961425781,UIS_EST,
NERT.1.CP,EGY,2002,85.05378723144531,UIS_EST,
NERT.1.CP,EGY,2003,85.74418640136719,UIS_EST,
NERT.1.CP,EGY,2004,86.2873764038086,UIS_EST,
NERT.1.CP,EGY,2005,86.11431121826172,UIS_EST,
NERT.1.CP,EGY,2006,83.16031646728516,UIS_EST,
NERT.1.CP,EGY,2007,86.8280029296875,UIS_EST,
NERT.1.CP,EGY,2009,86.29316711425781,UIS_EST,
NERT.1.CP,EGY,2010,86.92723846435547,UIS_EST,
NERT.1.CP,EGY,2011,84.78285217285156,UIS_EST,
NERT.1.CP,EGY,2012,86.88540649414062,UIS_EST,
NERT.1.CP,EGY,2014,86.62223052978516,,
NERT.1.CP,EGY,2016,89.3705825805664,,
NERT.1.CP,EGY,2017,90.48383331298828,,
NERT.1.CP,EGY,2018,91.89436340332031,,
NERT.1.CP,EGY,2019,93.89864349365234,,
NERT.1.CP,EGY,2020,95.51618194580078,,
NERT.1.CP,EGY,2021,96.80059814453125,,
NERT.1.CP,EGY,2023,95.58708953857422,,
NERT.1.CP,MOZ,2000,54.82341003417969,,
NERT.1.CP,MOZ,2001,59.59238815307617,,
NERT.1.CP,MOZ,2002,55.77658843994141,,
NERT.1.CP,MOZ,2004,69.67417907714844,,
NERT.1.CP,MOZ,2005,75.15721130371094,,
NERT.1.CP,MOZ,2006,79.50839233398438,,
NERT.1.CP,MOZ,2007,85.29048156738281,,
NERT.1.CP,MOZ,2008,89.35633087158203,,
NERT.1.CP,MOZ,2009,91.24581909179688,,
NERT.1.CP,MOZ,2010,93.4405517578125,,
NERT.1.CP,MOZ,2011,92.04756927490234,,
NERT.1.CP,MOZ,2012,93.11797332763672,,
NERT.1.CP,MOZ,2013,95.00536346435547,UIS_EST,
NERT.1.CP,MOZ,2014,96.0958023071289,,
NERT.1.CP,MOZ,2015,97.2447509765625,,
NERT.1.CP,MOZ,2016,95.51104736328125,,
NERT.1.CP,MOZ,2017,93.47765350341797,,
NERT.1.CP,MOZ,2018,96.57076263427734,,
NERT.1.CP,MOZ,2019,98.73712158203125,,
NERT.1.CP,MOZ,2020,99.18441009521484,,
NERT.1.CP,MOZ,2022,99.00003051757812,,
NERT.1.CP,NGA,2000,64.0478286743164,UIS_EST,
NERT.1.CP,NGA,2004,64.62075805664062,UIS_EST,
NERT.1.CP,NGA,2005,64.95429229736328,UIS_EST,
NERT.1.CP,NGA,2006,65.15583038330078,UIS_EST,
NERT.1.CP,NGA,2007,67.64320373535156,UIS_EST,
NERT.1.CP,NGA,2008,61.1386604309082,UIS_EST,
NERT.1.CP,NGA,2009,62.06206130981445,UIS_EST,
NERT.1.CP,NGA,2010,61.88383865356445,UIS_EST,
NERT.1.CP,SEN,2000,58.18487167358398,UIS_EST,
NERT.1.CP,SEN,2003,65.61105346679688,UIS_EST,
NERT.1.CP,SEN,2004,64.17157745361328,,
NERT.1.CP,SEN,2005,65.32781219482422,,
NERT.1.CP,SEN,2006,68.1174087524414,,
NERT.1.CP,SEN,2007,70.4877700805664,UIS_EST,
NERT.1.CP,SEN,2008,71.42817687988281,,
NERT.1.CP,SEN,2009,71.56965637207031,,
NERT.1.CP,SEN,2010,72.41754150390625,,
NERT.1.CP,SEN,2011,73.01361846923828,,
NERT.1.CP,SEN,2012,75.91409301757812,,
NERT.1.CP,SEN,2013,75.16499328613281,,
NERT.1.CP,SEN,2014,75.7830581665039,,
NERT.1.CP,SEN,2015,75.74475860595703,,
NERT.1.CP,SEN,2019,75.32565307617188,UIS_EST,
NERT.1.CP,SEN,2020,77.07431030273438,UIS_EST,
NERT.1.CP,SEN,2021,75.1065673828125,UIS_EST,
NERT.1.CP,SEN,2022,75.07318115234375,,
NERT.1.CP,SEN,2023,75.94891357421875,,
SAP.1,EGY,2000,8919897,,
SAP.1,EGY,2001,8867863,,
SAP.1,EGY,2002,8827019,,
SAP.1,EGY,2003,8817720,,
SAP.1,EGY,2004,8870401,,
SAP.1,EGY,2005,10744301,,
SAP.1,EGY,2006,10881327,,
SAP.1,EGY,2007,11033720,,
SAP.1,EGY,2008,11216377,,
SAP.1,EGY,2009,11410182,,
SAP.1,EGY,2010,11589108,,
SAP.1,EGY,2011,11736642,,
SAP.1,EGY,2012,11915497,,
SAP.1,EGY,2013,12123245,,
SAP.1,EGY,2014,12366811,,
SAP.1,EGY,2015,12629283,,
SAP.1,EGY,2016,12927342,,
SAP.1,EGY,2017,13279100,,
SAP.1,EGY,2018,13640269,,
SAP.1,EGY,2019,14074296,,
SAP.1,EGY,2020,14546335,,
SAP.1,EGY,2021,15005427,,
SAP.1,EGY,2022,15437640,,
SAP.1,EGY,2023,15707037,,
SAP.1,EGY,2024,15926223,,
SAP.1,MOZ,2000,3473744,,
SAP.1,MOZ,2001,3554452,,
SAP.1,MOZ,2002,3640459,,
SAP.1,MOZ,2003,3735059,,
SAP.1,MOZ,2004,3834993,,
SAP.1,MOZ,2005,3940543,,
SAP.1,MOZ,2006,4054577,,
SAP.1,MOZ,2007,4172011,,
SAP.1,MOZ,2008,4290617,,
SAP.1,MOZ,2009,4406350,,
SAP.1,MOZ,2010,4516124,,
SAP.1,MOZ,2011,4624748,,
SAP.1,MOZ,2012,4734082,,
SAP.1,MOZ,2013,4842754,,
SAP.1,MOZ,2014,4961248,,
SAP.1,MOZ,2015,5109994,,
SAP.1,MOZ,2016,5285714,,
SAP.1,MOZ,2017,5474134,,
SAP.1,MOZ,2018,5669246,,
SAP.1,MOZ,2019,5867663,,
SAP.1,MOZ,2020,6068189,,
SAP.1,MOZ,2021,6256943,,
SAP.1,MOZ,2022,6424901,,
SAP.1,MOZ,2023,6577722,,
SAP.1,NGA,2000,20051732,,
SAP.1,NGA,2001,20579566,,
SAP.1,NGA,2002,21138296,,
SAP.1,NGA,2003,21728600,,
SAP.1,NGA,2004,22337968,,
SAP.1,NGA,2005,22963628,,
SAP.1,NGA,2006,23651260,,
SAP.1,NGA,2007,24428612,,
SAP.1,NGA,2008,25240896,,
SAP.1,NGA,2009,26096202,,
SAP.1,NGA,2010,27005448,,
SAP.1,NGA,2011,27950810,,
SAP.1,NGA,2012,28892592,,
SAP.1,NGA,2013,29791716,,
SAP.1,NGA,2014,30671288,,
SAP.1,NGA,2015,31567390,,
SAP.1,NGA,2016,32443984,,
SAP.1,NGA,2017,33316284,,
SAP.1,NGA,2018,34166512,,
SAP.1,NGA,2019,34949680,,
SAP.1,NGA,2020,35675616,,
SAP.1,NGA,2021,36339164,,
SAP.1,NGA,2022,36892476,,
SAP.1,NGA,2023,37299284,,
SAP.1,SEN,2000,1617319,,
SAP.1,SEN,2001,1643436,,
SAP.1,SEN,2002,1671586,,
SAP.1,SEN,2003,1695373,,
SAP.1,SEN,2004,1756600,,
SAP.1,SEN,2005,1790256,,
SAP.1,SEN,2006,1830413,,
SAP.1,SEN,2007,1873786,,
SAP.1,SEN,2008,1917211,,
SAP.1,SEN,2009,1967215,,
SAP.1,SEN,2010,2021357,,
SAP.1,SEN,2011,2075888,,
SAP.1,SEN,2012,2129324,,
SAP.1,SEN,2013,2183059,,
SAP.1,SEN,2014,2256284,,
SAP.1,SEN,2015,2329159,,
SAP.1,SEN,2016,2400844,,
SAP.1,SEN,2017,2472580,,
SAP.1,SEN,2018,2543757,,
SAP.1,SEN,2019,2608754,,
SAP.1,SEN,2020,2661843,,
SAP.1,SEN,2021,2699957,,
SAP.1,SEN,2022,2724720,,
SAP.1,SEN,2023,2738624,,
XGDP.FSGOV,EGY,2000,5.3,,
XGDP.FSGOV,EGY,2001,,,
XGDP.FSGOV,EGY,2002,4.7958837650191,,
XGDP.FSGOV,EGY,2003,4.945630073547363,,
XGDP.FSGOV,EGY,2004,4.670720100402832,,
XGDP.FSGOV,EGY,2005,4.794429779052734,,
XGDP.FSGOV,EGY,2006,4.001780033111572,,
XGDP.FSGOV,EGY,2007,3.684609889984131,,
XGDP.FSGOV,EGY,2008,3.760829925537109,,
XGDP.FSGOV,EGY,2009,3.63919084511672,,
XGDP.FSGOV,EGY,2010,3.54265186890428,,
XGDP.FSGOV,EGY,2011,3.34429656826597,,
XGDP.FSGOV,EGY,2012,3.36830477100376,,
XGDP.FSGOV,EGY,2013,4.12252633842184,,
XGDP.FSGOV,EGY,2014,4.25138591549296,,
XGDP.FSGOV,EGY,2015,3.93084823437948,,
XGDP.FSGOV,EGY,2016,3.8,,
XGDP.FSGOV,EGY,2017,4.1,,
XGDP.FSGOV,EGY,2018,1.4,,
XGDP.FSGOV,EGY,2019,4.4,,
XGDP.FSGOV,EGY,2020,2.3,,
XGDP.FSGOV,MOZ,2000,4.5,,
XGDP.FSGOV,MOZ,2001,6.4,,
XGDP.FSGOV,MOZ,2002,,,
XGDP.FSGOV,MOZ,2003,4.5,,
XGDP.FSGOV,MOZ,2004,3.198390007019043,,
XGDP.FSGOV,MOZ,2005,3.85834002494812,,
XGDP.FSGOV,MOZ,2006,3.7359299659729,,
XGDP.FSGOV,MOZ,2007,5.3,,
XGDP.FSGOV,MOZ,2008,5.1,,
XGDP.FSGOV,MOZ,2009,,,
XGDP.FSGOV,MOZ,2010,5.245397894700584,,
XGDP.FSGOV,MOZ,2011,5.530524940307727,,
XGDP.FSGOV,MOZ,2012,5.557509899139404,,
XGDP.FSGOV,MOZ,2013,6.035769939422607,,
XGDP.FSGOV,MOZ,2014,6.399208435282236,,
XGDP.FSGOV,MOZ,2015,5.915156605752975,,
XGDP.FSGOV,MOZ,2016,5.800869941711426,UIS_EST,
XGDP.FSGOV,MOZ,2017,5.486649990081787,UIS_EST,
XGDP.FSGOV,MOZ,2018,5.38976001739502,UIS_EST,
XGDP.FSGOV,MOZ,2019,6.23665974072311,,
XGDP.FSGOV,MOZ,2020,6.605907032047802,,
XGDP.FSGOV,MOZ,2021,6.857431491628073,,
XGDP.FSGOV,MOZ,2022,5.976073420543141,,
XGDP.FSGOV,NGA,2000,2.080506,,
XGDP.FSGOV,NGA,2001,0.7,,
XGDP.FSGOV,NGA,2002,0.9,,
XGDP.FSGOV,NGA,2003,0.7,,
XGDP.FSGOV,NGA,2004,0.6,,
XGDP.FSGOV,NGA,2005,2.025086,,
XGDP.FSGOV,NGA,2006,,,
XGDP.FSGOV,NGA,2007,0.7,,
XGDP.FSGOV,NGA,2008,0.9,,
XGDP.FSGOV,NGA,2009,,,
XGDP.FSGOV,NGA,2010,2.827246,,
XGDP.FSGOV,NGA,2011,,
XGDP.FSGOV,NGA,2012,0.5492330861219286,,
XGDP.FSGOV,NGA,2013,0.534206768008091,,
XGDP.FSGOV,NGA,2014,0.4707425391334693,,
XGDP.FSGOV,NGA,2015,0.4369549051206445,,
XGDP.FSGOV,NGA,2016,0.3930456462493638,,
XGDP.FSGOV,NGA,2017,0.3963540135913455,,
XGDP.FSGOV,NGA,2018,0.4199984937961266,,
XGDP.FSGOV,NGA,2019,0.358479005206684,,
XGDP.FSGOV,NGA,2020,0.3596376371849798,,
XGDP.FSGOV,NGA,2021,0.3819191043973254,,
XGDP.FSGOV,NGA,2022,0.3485167078908774,,
XGDP.FSGOV,SEN,2000,2.463350057601929,,
XGDP.FSGOV,SEN,2001,2.47150993347168,,
XGDP.FSGOV,SEN,2002,2.594419956207275,,
XGDP.FSGOV,SEN,2003,2.751250028610229,,
XGDP.FSGOV,SEN,2004,3.07778000831604,,
XGDP.FSGOV,SEN,2005,4.064430236816406,,
XGDP.FSGOV,SEN,2006,3.821379899978638,,
XGDP.FSGOV,SEN,2007,,,
XGDP.FSGOV,SEN,2008,4.025680065155029,UIS_EST,
XGDP.FSGOV,SEN,2009,4.920730113983154,,
XGDP.FSGOV,SEN,2010,0.5447700023651123,,
XGDP.FSGOV,SEN,2011,4.903029918670654,,
XGDP.FSGOV,SEN,2012,4.776989936828613,,
XGDP.FSGOV,SEN,2013,5.686560153961182,,
XGDP.FSGOV,SEN,2014,5.72907018661499,,
XGDP.FSGOV,SEN,2015,5.456379890441895,,
XGDP.FSGOV,SEN,2016,5.113090038299561,,
XGDP.FSGOV,SEN,2017,4.740079879760742,,
XGDP.FSGOV,SEN,2018,5.110199928283691,,
XGDP.FSGOV,SEN,2019,5.035270214080811,,
XGDP.FSGOV,SEN,2020,5.6869797706604,,
XGDP.FSGOV,SEN,2021,5.61201000213623,,
XGDP.FSGOV,SEN,2022,5.987539768218994,,
XGDP.FSGOV,SEN,2023,6.162770453663287,,



