indicatorId,geoUnit,year,value,qualifier,magnitude
CR.1.RUR,EGY,2000,75.5,,
CR.1.RUR,EGY,2005,80.2455062866211,,
CR.1.RUR,EGY,2009,82.26947784423828,,
CR.1.RUR,EGY,2014,89.88916015625,,
CR.1.RUR,EGY,2015,89.92999999999999,,
CR.1.RUR,EGY,2017,93.43,,
CR.1.RUR,EGY,2021,97.07328796386719,,
CR.1.RUR,EGY,2022,95.75,,
CR.1.RUR,MOZ,2003,4.345880031585693,,
CR.1.RUR,MOZ,2008,19.68474960327148,,
CR.1.RUR,MOZ,2011,25.58359909057617,,
CR.1.RUR,MOZ,2015,26.24,,
CR.1.RUR,MOZ,2022,37.52825164794922,,
CR.1.RUR,NGA,2003,52.19836044311523,,
CR.1.RUR,NGA,2007,52.55926895141602,,
CR.1.RUR,NGA,2008,61.12005996704102,,
CR.1.RUR,NGA,2010,66.97469329833984,,
CR.1.RUR,NGA,2011,63.31327819824219,,
CR.1.RUR,NGA,2013,54.248779296875,,
CR.1.RUR,NGA,2016,63.79166030883789,,
CR.1.RUR,NGA,2018,56.88380813598633,,
CR.1.RUR,NGA,2019,73.75791931152344,,
CR.1.RUR,NGA,2021,60.77350997924805,,
CR.1.RUR,SEN,2000,14.73,,
CR.1.RUR,SEN,2002,17.46946907043457,,
CR.1.RUR,SEN,2005,10.54006004333496,,
CR.1.RUR,SEN,2011,25.09284019470215,,
CR.1.RUR,SEN,2014,36.47,,
CR.1.RUR,SEN,2015,38.2912712097168,,
CR.1.RUR,SEN,2016,36.48530960083008,,
CR.1.RUR,SEN,2017,37.45743942260742,,
CR.1.RUR,SEN,2018,38.32511138916016,,
CR.1.RUR,SEN,2019,34.51557159423828,,
CR.1.RUR,SEN,2023,42.13339996337891,,
CR.1.RUR.F,EGY,2000,65.98,,
CR.1.RUR.F,EGY,2005,75.8104476928711,,
CR.1.RUR.F,EGY,2009,81.76998138427734,,
CR.1.RUR.F,EGY,2014,89.95039367675781,,
CR.1.RUR.F,EGY,2015,89.98,,
CR.1.RUR.F,EGY,2017,93,,
CR.1.RUR.F,EGY,2021,97.18219757080078,,
CR.1.RUR.F,EGY,2022,95.47,,
CR.1.RUR.F,MOZ,2003,3.139899969100952,,
CR.1.RUR.F,MOZ,2008,15.34304046630859,,
CR.1.RUR.F,MOZ,2011,22.04937934875488,,
CR.1.RUR.F,MOZ,2015,24.84,,
CR.1.RUR.F,MOZ,2022,37.18803024291992,,
CR.1.RUR.F,NGA,2003,46.6511116027832,,
CR.1.RUR.F,NGA,2007,54.30086135864258,,
CR.1.RUR.F,NGA,2008,58.85699844360352,,
CR.1.RUR.F,NGA,2010,66.14884948730469,,
CR.1.RUR.F,NGA,2011,63.18561172485352,,
CR.1.RUR.F,NGA,2013,49.40375900268555,,
CR.1.RUR.F,NGA,2016,61.85189056396484,,
CR.1.RUR.F,NGA,2018,56.80731964111328,,
CR.1.RUR.F,NGA,2019,75.2784194946289,,
CR.1.RUR.F,NGA,2021,59.98170852661133,,
CR.1.RUR.F,SEN,2002,13.48241996765137,,
CR.1.RUR.F,SEN,2005,8.187479972839355,,
CR.1.RUR.F,SEN,2011,23.41498947143555,,
CR.1.RUR.F,SEN,2014,36.41,,
CR.1.RUR.F,SEN,2015,38.73748016357422,,
CR.1.RUR.F,SEN,2016,37.60243988037109,,
CR.1.RUR.F,SEN,2017,37.01438140869141,,
CR.1.RUR.F,SEN,2018,37.34645080566406,,
CR.1.RUR.F,SEN,2019,35.57326889038086,,
CR.1.RUR.F,SEN,2023,47.06964874267578,,
CR.1.RUR.M,EGY,2000,84.14,,
CR.1.RUR.M,EGY,2005,84.64811706542969,,
CR.1.RUR.M,EGY,2009,82.74214172363281,,
CR.1.RUR.M,EGY,2014,89.82965087890625,,
CR.1.RUR.M,EGY,2015,89.88000000000001,,
CR.1.RUR.M,EGY,2017,93.82000000000001,,
CR.1.RUR.M,EGY,2021,96.9689712524414,,
CR.1.RUR.M,EGY,2022,95.99,,
CR.1.RUR.M,MOZ,2003,5.439539909362793,,
CR.1.RUR.M,MOZ,2008,23.73213958740234,,
CR.1.RUR.M,MOZ,2011,29.40690040588379,,
CR.1.RUR.M,MOZ,2015,27.92,,
CR.1.RUR.M,MOZ,2022,37.83568954467773,,
CR.1.RUR.M,NGA,2003,58.49105072021484,,
CR.1.RUR.M,NGA,2007,51.13766098022461,,
CR.1.RUR.M,NGA,2008,63.2960205078125,,
CR.1.RUR.M,NGA,2010,67.70764923095703,,
CR.1.RUR.M,NGA,2011,63.42570877075195,,
CR.1.RUR.M,NGA,2013,59.14495086669922,,
CR.1.RUR.M,NGA,2016,65.49121856689453,,
CR.1.RUR.M,NGA,2018,56.95148849487305,,
CR.1.RUR.M,NGA,2019,72.5526123046875,,
CR.1.RUR.M,NGA,2021,61.50120162963867,,
CR.1.RUR.M,SEN,2002,21.7556095123291,,
CR.1.RUR.M,SEN,2005,13.2362003326416,,
CR.1.RUR.M,SEN,2011,26.82111930847168,,
CR.1.RUR.M,SEN,2014,36.54,,
CR.1.RUR.M,SEN,2015,37.82049942016602,,
CR.1.RUR.M,SEN,2016,35.30891036987305,,
CR.1.RUR.M,SEN,2017,37.87429809570313,,
CR.1.RUR.M,SEN,2018,39.35947036743164,,
CR.1.RUR.M,SEN,2019,33.47850036621094,,
CR.1.RUR.M,SEN,2023,37.15581893920898,,
CR.1.URB,EGY,2000,89.25999999999999,,
CR.1.URB,EGY,2005,89.32568359375,,
CR.1.URB,EGY,2009,90.66471099853516,,
CR.1.URB,EGY,2014,92.62299346923828,,
CR.1.URB,EGY,2015,93.41000000000001,,
CR.1.URB,EGY,2017,94.1,,
CR.1.URB,EGY,2021,97.45783233642578,,
CR.1.URB,EGY,2022,96.59,,
CR.1.URB,MOZ,2003,18.46093940734863,,
CR.1.URB,MOZ,2008,54.14284896850586,,
CR.1.URB,MOZ,2011,66.5228271484375,,
CR.1.URB,MOZ,2022,77.92745971679688,,
CR.1.URB,NGA,2003,70.27137756347656,,
CR.1.URB,NGA,2007,76.05433654785156,,
CR.1.URB,NGA,2008,86.572021484375,,
CR.1.URB,NGA,2010,86.35018157958984,,
CR.1.URB,NGA,2011,88.82000732421875,,
CR.1.URB,NGA,2013,88.1461410522461,,
CR.1.URB,NGA,2016,89.4162826538086,,
CR.1.URB,NGA,2018,87.50128173828125,,
CR.1.URB,NGA,2019,91.2499771118164,,
CR.1.URB,NGA,2021,89.85505676269531,,
CR.1.URB,SEN,2000,54.08,,
CR.1.URB,SEN,2002,52.73820114135742,,
CR.1.URB,SEN,2005,40.53076171875,,
CR.1.URB,SEN,2011,57.38832092285156,,
CR.1.URB,SEN,2014,64.68,,
CR.1.URB,SEN,2015,64.57528686523438,,
CR.1.URB,SEN,2016,68.68878173828125,,
CR.1.URB,SEN,2017,65.3908920288086,,
CR.1.URB,SEN,2018,68.29331970214844,,
CR.1.URB,SEN,2019,63.61761856079102,,
CR.1.URB,SEN,2023,65.3877182006836,,
CR.1.URB.F,EGY,2000,90.53999999999999,,
CR.1.URB.F,EGY,2005,89.74732971191406,,
CR.1.URB.F,EGY,2009,92.52411651611328,,
CR.1.URB.F,EGY,2014,94.37564849853516,,
CR.1.URB.F,EGY,2015,95.04,,
CR.1.URB.F,EGY,2017,93.01,,
CR.1.URB.F,EGY,2021,97.42106628417969,,
CR.1.URB.F,EGY,2022,97.16,,
CR.1.URB.F,MOZ,2003,17.33053016662598,,
CR.1.URB.F,MOZ,2008,54.93070983886719,,
CR.1.URB.F,MOZ,2011,67.962158203125,,
CR.1.URB.F,MOZ,2022,78.17706298828125,,
CR.1.URB.F,NGA,2003,68.91117095947266,,
CR.1.URB.F,NGA,2007,78.4280776977539,,
CR.1.URB.F,NGA,2008,85.98177337646484,,
CR.1.URB.F,NGA,2010,86.44574737548828,,
CR.1.URB.F,NGA,2011,91.20015716552734,,
CR.1.URB.F,NGA,2013,88.25187683105469,,
CR.1.URB.F,NGA,2016,89.1130599975586,,
CR.1.URB.F,NGA,2018,86.80934143066406,,
CR.1.URB.F,NGA,2019,90.80914306640625,,
CR.1.URB.F,NGA,2021,90.6133804321289,,
CR.1.URB.F,SEN,2002,47.78580856323242,,
CR.1.URB.F,SEN,2005,38.04216003417969,,
CR.1.URB.F,SEN,2011,56.33742141723633,,
CR.1.URB.F,SEN,2014,64.64,,
CR.1.URB.F,SEN,2015,65.99150085449219,,
CR.1.URB.F,SEN,2016,70.01495361328125,,
CR.1.URB.F,SEN,2017,67.32549285888672,,
CR.1.URB.F,SEN,2018,69.24163818359375,,
CR.1.URB.F,SEN,2019,68.52055358886719,,
CR.1.URB.F,SEN,2023,69.38128662109375,,
CR.1.URB.M,EGY,2000,88.03,,
CR.1.URB.M,EGY,2005,88.91853332519531,,
CR.1.URB.M,EGY,2009,88.96482849121094,,
CR.1.URB.M,EGY,2014,90.93892669677734,,
CR.1.URB.M,EGY,2015,91.92,,
CR.1.URB.M,EGY,2017,95.17,,
CR.1.URB.M,EGY,2021,97.49346160888672,,
CR.1.URB.M,EGY,2022,96.09,,
